,case_id,court_id,court_name,date_of_birth,start_date,end_date,money_amount_requested,person_answering_to_case,legal_entity_answering_to_case,person_started_the_case,legal_entity_started_the_case,court_meetings_set,court_meetings_happened,admin_penalty,lives_abroad,not_subject_to_duty,duration_m,region,city_Aizkraukles,city_Al?ksnes,city_Bauskas,city_C?su,city_Daugavpils,city_Dobeles,city_Gulbenes,city_Jelgavas,city_J?kabpils,city_Kuld?gas,city_Kurzemes,city_Liep?jas,city_Limbau,city_Madonas,city_Ogres,city_R?zeknes,city_R?gas,city_Saldus,city_Talsu,city_Tukuma,city_Valkas,city_Valmieras,city_Ventspils,judge_age,reciept_procedure_case_join,reciept_procedure_case_split,reciept_procedure_court_belonging,reciept_procedure_first,reciept_procedure_quick,reciept_procedure_ruling_cancel,money_amount_req_less_2,money_amount_req_zero,p_to_p_dummy,p_to_b_dummy,b_to_b_dummy,b_to_p_dummy,b_and_p_other_dummy,case_matter_contract_breach,case_matter_insurance,case_matter_loan_recovery,case_matter_loss_recovery,case_matter_money_recovery,case_matter_other,case_matter_pay_recovery,case_matter_property,case_matter_rent,case_matter_support,court_aizkraukles_rajona_tiesa,court_al?ksnes_rajona_tiesa,court_bauskas_rajona_tiesa,court_c?su_rajona_tiesa,court_daugavpils_tiesa,court_dobeles_rajona_tiesa,court_gulbenes_rajona_tiesa,court_jelgavas_tiesa,court_j?kabpils_rajona_tiesa,court_kuld?gas_rajona_tiesa,court_kurzemes_rajona_tiesa,court_liep?jas_tiesa,court_limbau_rajona_tiesa,court_madonas_rajona_tiesa,court_ogres_rajona_tiesa,court_r?zeknes_tiesa,court_r?gas_pils?tas_kurzemes_rajona_tiesa,court_r?gas_pils?tas_latgales_priekšpils?tas_tiesa,court_r?gas_pils?tas_p?rdaugavas_tiesa,court_r?gas_pils?tas_vidzemes_priekšpils?tas_tiesa,court_r?gas_pils?tas_zemgales_priekšpils?tas_tiesa,court_r?gas_pils?tas_zieme?u_rajona_tiesa,court_r?gas_rajona_tiesa,court_r?gas_rajona_tiesa_j?rmalas_tiesu_nams,court_saldus_rajona_tiesa,court_talsu_rajona_tiesa,court_tukuma_rajona_tiesa,court_valkas_rajona_tiesa,court_valmieras_rajona_tiesa,court_ventspils_tiesa,loadiness_of_court,not_subject_to_duty_not_zero,persons_and_compnies_answering,lives_abroad_over_persons_and_companies_answering
10,1863785,26,R?gas pils?tas Latgales priekšpils?tas tiesa,60362,2/15/2016,4/26/2017,5178.2,1,0,0,1,4,1,0,0,0,14.32472946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1,0
11,1956834,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,250174,11/2/2016,2/17/2017,798.55,1,0,0,1,0,0,0,0,0,3.515472597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
12,1958002,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,150678,11/4/2016,1/27/2017,26883.71,2,0,0,1,1,0,0,0,0,2.759810263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,2,0
13,1953136,26,R?gas pils?tas Latgales priekšpils?tas tiesa,290878,10/21/2016,6/7/2017,276.3,1,0,0,1,0,0,0,0,0,7.523768455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1,0
14,2052151,22,Daugavpils tiesa,91071,7/21/2017,10/4/2017,1120,1,0,1,0,0,0,0,0,0,2.464116306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,1,0
15,2051313,31,Ventspils tiesa,130867,7/19/2017,9/21/2017,1198.1,1,0,0,1,0,0,0,0,0,2.102712581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,466,0,1,0
16,1761923,26,R?gas pils?tas Latgales priekšpils?tas tiesa,130279,4/20/2015,2/17/2017,865.57,1,0,0,1,0,0,0,0,0,21.97991745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1,0
17,1954577,22,Daugavpils tiesa,110663,10/26/2016,2/28/2017,4582.87,1,0,0,1,1,0,0,0,0,4.10686051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,1,0
18,1908880,26,R?gas pils?tas Latgales priekšpils?tas tiesa,260874,6/14/2016,2/23/2017,917.03,1,0,0,1,0,0,0,0,0,8.345140557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1,0
19,1938350,2,Al?ksnes rajona tiesa,290167,11/24/2016,1/20/2017,354.23,0,1,0,1,0,0,0,0,0,1.872728393,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,1,0
20,2050255,39,Tukuma rajona tiesa,20564,7/17/2017,12/11/2017,5154.64,1,0,0,1,2,0,0,0,0,4.82966796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,202,0,1,0
21,1922236,273,R?gas rajona tiesa J?rmalas tiesu nams,50160,7/22/2016,7/10/2017,5031.18,0,1,0,1,3,1,0,0,0,11.59777408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,625,0,1,0
22,2009524,38,Talsu rajona tiesa,210770,3/31/2017,10/26/2017,1364.88,1,0,0,1,2,0,0,0,0,6.866670774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,192,0,1,0
23,2057140,2,Al?ksnes rajona tiesa,290167,10/26/2017,12/6/2017,1807.47,1,0,0,1,0,0,0,0,0,1.347050247,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,1,0
24,1983645,28,R?zeknes tiesa,110380,1/23/2017,10/6/2017,182.4,1,0,0,1,0,0,0,0,0,8.410850325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,1,0
25,2018962,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,180678,4/24/2017,9/19/2017,2566.1,1,0,0,1,0,0,0,0,0,4.862522844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
26,1977305,31,Ventspils tiesa,60665,1/2/2017,4/18/2017,329.55,1,0,0,1,0,0,1,0,0,3.482617713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,466,0,1,0
27,2070700,22,Daugavpils tiesa,240969,9/14/2017,11/16/2017,2100,1,0,1,0,0,0,0,0,0,2.069857697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,1,0
28,1984535,6,Dobeles rajona tiesa,290780,1/25/2017,6/16/2017,1410,0,1,0,1,0,0,0,0,0,4.66539354,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,1,0
29,1889531,279,R?gas pils?tas P?rdaugavas tiesa,260570,1/31/2017,8/14/2017,4886.85,2,0,0,1,2,0,0,0,0,6.406702396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,2,0
30,2037329,29,R?gas rajona tiesa,280879,6/12/2017,9/28/2017,213.43,1,0,0,1,0,0,0,0,0,3.548327481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,803,0,1,0
31,2031138,8,J?kabpils rajona tiesa,220169,5/25/2017,10/11/2017,876.75,1,0,0,1,0,0,0,0,0,4.566828888,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,1,0
32,2043944,27,Liep?jas tiesa,241260,6/27/2017,10/25/2017,4390.1,3,0,0,1,2,0,0,0,0,3.94258609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,3,0
33,1965099,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,271273,11/25/2016,5/23/2017,830.57,1,0,0,1,0,0,0,0,0,5.881024251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
34,1920464,34,R?gas pils?tas Zieme?u rajona tiesa,90770,7/18/2016,2/2/2017,947.9,1,0,0,1,0,0,0,0,0,6.538121933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683,0,1,0
35,2064997,22,Daugavpils tiesa,110663,8/30/2017,10/31/2017,228.68,1,0,0,1,0,0,0,0,0,2.037002813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,1,0
36,2000705,30,Valmieras rajona tiesa,220374,3/8/2017,8/23/2017,1294.95,1,0,0,1,0,0,0,1,0,5.519620526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,249,0,1,1
37,1965530,34,R?gas pils?tas Zieme?u rajona tiesa,121264,11/28/2016,3/28/2017,589.07,1,0,0,1,0,0,0,0,0,3.94258609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683,0,1,0
38,1944609,16,Limbau rajona tiesa,210956,2/10/2017,4/3/2017,2586.82,1,0,0,1,1,0,0,0,0,1.708453972,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1,0
39,2016564,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,190161,4/18/2017,9/6/2017,1406.5,1,0,0,1,0,0,0,0,0,4.632538656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
40,1925785,22,Daugavpils tiesa,110272,8/2/2016,1/16/2017,1786.75,1,0,0,1,2,0,0,0,0,5.486765642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,1,0
41,1991577,16,Limbau rajona tiesa,210956,2/13/2017,5/17/2017,804.82,1,0,0,1,0,0,0,0,0,3.05550422,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1,0
42,1374738,279,R?gas pils?tas P?rdaugavas tiesa,171172,1/31/2017,5/11/2017,142,1,0,0,1,2,1,0,0,0,3.285488408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,1,0
43,2074232,32,R?gas pils?tas Vidzemes priekšpils?tas tiesa,60678,9/26/2017,11/30/2017,340,1,0,0,1,0,0,0,0,0,2.135567465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1786,0,1,0
44,1991977,18,Madonas rajona tiesa,160250,2/14/2017,3/9/2017,521.65,1,0,0,1,0,0,0,0,0,0.755662334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1,0
45,1971243,279,R?gas pils?tas P?rdaugavas tiesa,181271,1/31/2017,5/23/2017,1328.7,1,0,0,1,0,0,0,0,0,3.679747017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,1,0
46,1967793,16,Limbau rajona tiesa,10358,12/5/2016,5/23/2017,5648.99,2,0,0,1,2,1,0,0,0,5.55247541,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,2,0
47,2060884,27,Liep?jas tiesa,280767,8/17/2017,10/16/2017,139.39,1,0,0,1,0,0,0,0,0,1.971293045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,1,0
48,2037298,29,R?gas rajona tiesa,180181,6/12/2017,9/19/2017,40,0,1,1,0,0,0,0,1,0,3.252633524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,803,0,1,1
