,predicted_duration,actual_duration
7919,4.326988233844637,6.143863323682211
6746,7.760323620608228,7.293784266617385
12611,2.6809585412431467,1.5113246678576562
118,5.312634756360499,5.289636337501797
11869,11.949321341300642,16.9859750713567
8372,8.39113739501838,14.324729460563871
7859,5.279779872276639,4.599683771740692
9210,3.163925337275919,2.0370028131994498
7923,20.307603852235154,26.875295180599192
11679,8.736113677898928,8.31228567321711
4704,6.863385285118791,3.219778640218485
5740,6.919238588061357,2.9569395675475882
12110,21.010698371629807,20.074334175239738
8828,4.267849442493685,3.7783116696441406
4275,1.7018829955440566,0.8870818702642764
7107,6.455984722478901,3.1212139879668985
7623,4.501119119489107,5.322491221585659
10445,2.1979917452103743,2.924084683463726
5642,11.594488593194932,14.948972258157252
4657,55.899299780282966,42.317090700014376
2281,3.6337501796751477,4.40255446723752
8599,22.338035688617836,2.168422349534898
11784,2.523255097640609,1.8727283927801393
12015,24.36189654818374,16.0331834329247
3102,6.521694490646626,4.23828004681821
10700,63.62676851680733,60.48584159839011
8821,8.962812378077578,3.4826177128893816
11266,20.481734737879627,8.509414977720281
3090,3.4333353867635887,4.40255446723752
10432,12.041315016735457,7.260929382533522
5692,12.731267582496562,14.751842953654078
2842,4.648966097866486,4.435409351321383
6239,4.4354093513213835,8.377995441384833
5930,4.435409351321382,4.205425162734348
11677,5.220641080925685,7.260929382533522
11231,7.832604365592724,9.757900572907042
9679,3.1573543604591467,12.55056572003532
12269,3.223064128626872,5.158216801166349
11760,5.404628431795315,6.045298671430625
8442,4.701533912400666,3.5154725969732437
9473,5.3619170824862925,5.881024251011314
4420,3.0522187313907887,2.595535842625105
5794,4.392698002012361,5.65104006242428
9454,10.786258444731924,8.148011252797799
5594,6.718823795149798,2.234132117702622
8123,4.507690096305879,5.519620526088832
7358,10.428140208217828,11.072095936261524
7143,11.492638452534958,2.9897944516314503
5992,5.072794102548307,6.538121932688556
3203,7.290498778208999,3.2854884083862093
5001,10.480708022752008,1.6098893201092426
10359,4.504404607897493,2.529826074457381
4349,2.4148339801638636,1.5113246678576562
10717,4.869093821228362,1.1827758270190354
12295,7.431774779769606,13.766196431138216
11071,4.031294277089879,2.135567465451036
3672,5.559046386989466,5.552475410172693
9122,2.690815006468305,3.7454567855602785
3993,2.178278814760057,2.529826074457381
6612,2.289985420645188,1.117066058851311
7066,6.843672354668473,9.790755456990903
3280,9.31764512618329,8.903673586726628
9835,5.621470666748803,6.045298671430625
6631,40.23409104909752,15.178956446744285
2837,4.938089077804472,6.43955728043697
11599,2.3589806772212984,2.20127723361876
12475,8.249861393457772,15.803199244337666
11205,7.398919895685744,1.4784697837737941
5934,5.900737181461631,7.819462411959178
10293,3.144212406825602,9.757900572907042
4016,3.610751760816444,1.8398735086962772
12261,3.311772315653298,5.486765642004969
7295,16.12189161995113,22.60416024969712
1132,2.539682539682539,6.768106121275591
6711,5.023511776422514,2.82552003121214
1245,10.139017228279844,12.846259676790078
1789,4.139715394566624,3.1212139879668985
10319,16.3190209244543,9.72504568882318
12016,8.49298753567835,7.589478223372143
8595,3.288773896794596,3.7783116696441406
6414,7.254358405716749,6.27528286001766
6102,7.044087147580032,6.800961005359453
12758,5.5031930840469006,3.0226493357153124
3021,9.084375449187869,7.129509846198074
825,18.14575247951703,19.48294626173022
7608,5.444054292695949,10.809256863590628
3018,4.409125444054292,3.909731205979589
8350,2.710527936918623,2.595535842625105
4208,3.4300498983552026,6.43955728043697
4703,3.945871578471837,5.059652148914762
6336,5.2469249881927755,6.078153555514487
7053,18.398735086962773,19.515801145814084
9221,30.042506006283496,27.828086819031192
465,4.165999301833713,13.404792706215733
7023,8.58826669952155,12.25487176328056
5224,1.849729973921436,1.7741637405285529
481,39.2155896424978,47.11390377625824
8004,1.333908293804801,0.9199367543481386
2630,9.61991005975482,10.283578718248835
11827,5.8284564364771345,4.23828004681821
3748,14.078317829934907,3.5483274810571057
9862,3.7881681348692995,4.435409351321383
10725,5.072794102548306,7.4580586870366945
676,4.921661635762542,7.4580586870366945
11730,2.552824493316084,2.9569395675475882
1645,7.543481385654738,5.749604714675866
11781,4.9808004271134925,4.928232612579314
11736,7.865459249676585,5.749604714675866
2240,7.536910408837963,4.763958192160003
10894,3.929444136429906,1.4784697837737941
12797,9.28150475369104,9.232222427565247
8812,4.97422945029672,2.529826074457381
3462,3.9852974393724723,4.336844699069796
8760,4.4748352122220165,7.326639150701246
7478,19.374525144253475,12.25487176328056
5051,4.967658473479949,5.322491221585659
12912,3.3610546417790923,4.468264235405244
5073,5.611614201523645,3.3840530606377954
6664,2.089570627733629,1.9055832768640013
1981,5.614899689932033,5.158216801166349
738,4.9512310314380175,13.20766340171256
12980,5.010369822788968,5.979588903262901
2479,3.5844678535493544,2.20127723361876
7868,4.849380890778045,5.782459598759728
11246,8.266288835499704,3.186923756134623
497,7.921312552619149,9.495061500236144
1124,10.362430440050105,11.104950820345387
11196,8.561982792254462,6.702396353107867
10147,3.30191585042814,7.260929382533522
551,3.466190270847451,13.306228053964148
7447,3.51875808538163,6.899525657611039
1711,6.577547793589192,10.67783732725518
1233,6.160290765724143,5.683894946508142
10543,13.18795047126224,12.024887574693526
9482,18.224604201318304,18.464444855130495
11064,3.456333805622292,3.0226493357153124
2204,4.796813076243865,4.86252284441159
12741,12.07416990081932,12.649130372286905
1745,4.03786525390665,4.501119119489107
1943,10.911107004250601,13.404792706215733
10386,10.907821515842214,12.583420604119182
483,3.1080720343333543,2.496971190373519
12587,4.110145998891148,3.8768763218957267
8361,15.90176389658925,9.002238238978213
5513,6.626830119714984,4.796813076243866
11681,5.444054292695948,5.158216801166349
12961,7.858888272859812,1.1827758270190354
5260,4.478120700630403,7.096654962114211
991,7.283927801392227,6.012443787346763
2374,6.715538306741412,11.433499661184008
3734,3.1803527793178503,4.0740056263988995
9814,3.002936405264995,2.3326967699542087
12570,3.535185527423561,4.139715394566624
3487,55.00564693320191,80.03449762828805
3080,3.374196595412637,4.533974003572968
1091,3.6633195753506236,3.8768763218957267
7940,2.493685701965133,1.7741637405285529
5266,7.231359986858047,39.03160229162817
6378,7.214932544816115,2.102712581367174
100,6.262140906384115,9.002238238978213
6648,2.648103657159285,2.102712581367174
9635,5.440768804287562,2.20127723361876
2909,12.169449064662519,8.772254050391178
617,4.1692847902421,5.322491221585659
1539,5.63461262038235,7.4580586870366945
11419,41.58442678494424,36.76461528984168
2882,2.8036167751562315,4.106860510482761
8230,9.449064662518738,14.226164808312285
1849,13.237232797388035,11.532064313435594
9858,6.442842768845355,3.1212139879668985
1302,5.864596808969384,1.0185014065997249
2907,1.209059734286125,10.546417790919731
4,4.028008788681492,7.1623647302819355
1742,6.715538306741412,3.3183432924700713
4736,7.796463993100474,5.881024251011314
11500,4.070720137990513,5.0267972648309
7541,0.5322491221585659,5.125361917082486
6397,22.817716996242222,15.113246678576562
6159,8.476560093636419,7.39234891886897
10183,3.633750179675147,4.566828887656831
11819,5.0267972648309,8.049446600546213
866,6.662970492207232,4.632538655824555
10671,2.358980677221298,2.529826074457381
9605,4.044436230723424,2.6941004948766913
5861,15.175670958335903,12.452001067783733
10810,19.844349986652702,15.474650403499044
5818,4.097004045257603,7.85231729604304
8024,11.581346639561385,12.057742458777387
3441,5.171358754799893,2.82552003121214
8257,3.0916445922914226,1.9055832768640013
1428,4.770529168976775,3.4826177128893816
7535,10.198156019630794,5.782459598759728
6311,3.062075196615946,3.3183432924700713
3611,10.119304297829524,16.591716462350355
6011,2.753239286227643,1.8070186246124151
7688,5.214070104108914,4.86252284441159
1149,3.890018275529272,6.27528286001766
8778,10.224439926897883,26.57960122384443
10976,4.8165260066941835,5.519620526088832
11844,5.674038481282983,4.205425162734348
12049,10.513562906835869,3.8440214378118647
12046,1.649315181009877,1.149920942935173
11782,5.93687755395388,3.8440214378118647
2613,2.2735579786032565,1.6098893201092426
11309,2.2538450481529395,1.2484855951867595
11986,3.08507361547465,1.149920942935173
7723,1.7478798332614633,1.9712930450317254
8914,10.283578718248833,15.770344360253803
5595,10.796114909957083,16.887410419105116
10378,2.151994907492967,1.8070186246124151
12709,2.260416024969712,1.7741637405285529
13100,6.124150393231894,6.308137744101521
7530,7.139366311423231,16.920265303188977
2946,1.8135896014291872,1.8398735086962772
4170,2.1947062568019877,2.792665147128278
1466,6.754964167642045,8.575124745888006
10200,20.067763198422966,22.965563974619602
6446,4.175855767058872,2.266987001786484
9409,5.7331772726339345,5.782459598759728
3097,2.9207991950553405,3.219778640218485
1771,6.258855417975728,3.942586090063451
3967,13.93375633996591,7.85231729604304
10409,4.8165260066941835,5.453910757921107
10872,4.415696420871065,1.8070186246124151
4068,17.206102794718575,17.938766709788702
8254,7.214932544816115,7.490913571120557
5773,8.039590135321054,6.998090309862626
9903,3.002936405264995,2.924084683463726
10535,9.521345407503233,4.40255446723752
11742,5.545904433355921,7.490913571120557
11839,5.108934475040555,4.3696995831536585
2501,15.083677282901087,11.30208012484856
7785,8.151296741206185,7.096654962114211
12641,29.713957165444878,35.64754923099037
11034,3.850592414628637,4.041150742315037
7947,4.671964516725189,5.552475410172693
2235,2.6349617035257396,1.8398735086962772
2600,2.3261257931374364,2.759810263044416
3248,6.091295509148031,7.7537526437914535
4511,4.126573440933078,3.8768763218957267
3855,3.2362060822604164,4.3696995831536585
8809,6.781248074909135,3.975440974147313
11328,5.992730856896445,3.909731205979589
11397,4.064149161173741,3.6140372492248303
2053,9.895891086059262,7.39234891886897
6702,4.7803856342019335,4.599683771740692
13046,9.685619827922544,14.29187457648001
10850,4.185712232284031,5.848169366927452
7966,6.485554118154377,14.521858765067044
11348,10.618698535904226,9.133657775313662
1508,3.479332224480996,0.6570976816772418
313,2.927370171872112,3.0883591038830365
10567,7.264214870941909,8.31228567321711
3396,5.361917082486294,7.39234891886897
11757,5.52947699131399,5.19107168525021
12940,2.5396825396825395,2.3326967699542087
3735,13.766196431138216,14.324729460563871
1550,5.670752992874596,5.2567814534179345
5500,9.373498429125856,11.33493500893242
2227,5.332347686810818,2.595535842625105
10169,6.662970492207232,6.078153555514487
4693,11.229799379864065,15.310375983079735
4643,11.384217335058214,10.579272675003594
7970,3.4004805026797262,5.125361917082486
7967,3.2920593852029816,1.7413088564446908
4069,6.0091582989383765,8.47656009363642
10267,4.211996139551121,2.6283907267089672
877,8.624407072013799,9.987884761494076
6525,11.80475985133165,24.246904453890224
2806,11.686482268629746,12.09059734286125
1301,4.0740056263988995,4.172570278650485
6637,6.534836444280171,4.501119119489107
5554,2.421404956980637,-0.03285488408386209
10743,5.138503870716031,4.796813076243866
2572,6.291710302059591,6.669541469024004
8884,17.238957678802443,26.809585412431467
8719,7.655187991539867,9.593626152487731
2000,5.8744532741945426,6.8666707735271775
12584,4.573399864473603,6.505267048604694
14,2.707242448510236,2.464116306289657
12178,1.8300170434711187,0.22998418858703465
7484,4.497833631080719,11.30208012484856
4375,16.936692745230914,119.6903427175096
9209,7.293784266617384,5.092507032998625
10159,4.22185260477628,5.65104006242428
270,5.007084334380583,4.9610874966631755
9388,6.699110864699479,6.669541469024004
10452,5.802172529210045,4.829667960327727
5742,4.780385634201935,5.683894946508142
1837,5.585330294256555,4.665393539908417
1836,5.986159880079674,6.43955728043697
4960,7.2872132898006114,7.983736832378488
8555,7.59276371178053,5.848169366927452
1776,9.751329596090269,7.195219614365798
8280,4.921661635762542,90.61377030329164
5253,7.254358405716751,13.076243865377112
9470,2.993079940039837,2.069857697283312
8067,4.671964516725191,5.683894946508142
12885,10.533275837286187,16.95312018727284
4363,7.2116470564077275,9.560771268403869
5197,5.296207314318569,4.106860510482761
12483,3.633750179675147,3.8111665537280026
3416,2.4739727715148154,2.3326967699542087
1262,5.0267972648309,5.0267972648309
5580,9.245364381198792,11.564919197519457
5130,9.150085217355592,7.523768455204419
74,2.490400213556747,2.069857697283312
6775,4.491262654263948,2.562680958541243
3844,3.5976098071828995,5.585330294256556
11446,4.52411753834781,3.975440974147313
12163,4.395983490420749,2.234132117702622
3987,7.888457668535288,2.0041479291155877
12245,5.9697324380377434,5.519620526088832
5207,7.431774779769604,4.0740056263988995
4545,2.7433828210024847,1.7413088564446908
2960,8.400993860243537,5.092507032998625
6709,6.899525657611039,3.219778640218485
7056,3.755313250785437,3.4497628288055195
857,4.060863672765355,6.2095730918499354
6992,7.944310971477853,4.86252284441159
8183,14.190024435820039,11.13780570442925
2582,2.82552003121214,2.595535842625105
1469,3.459619294030678,2.6283907267089672
8179,7.4284892913612195,10.119304297829524
3598,7.024374217129714,9.232222427565247
2030,4.143000882975009,1.8727283927801393
2334,3.656748598533851,3.4497628288055195
9104,6.84695784307686,5.881024251011314
989,6.469126676112447,6.012443787346763
5288,6.981662867820694,3.6468921333086923
9366,5.568902852214625,7.1623647302819355
5826,6.311423232509908,28.386619848456846
5309,5.352060617261134,4.763958192160003
579,4.389412513603975,2.924084683463726
6025,4.303989814985934,7.1623647302819355
11661,8.943099447627262,12.484855951867594
11432,4.028008788681492,3.7454567855602785
3685,5.992730856896445,8.64083451405573
9424,5.565617363806238,7.359494034785109
8667,9.790755456990903,9.035093123062076
11820,9.88932010924249,9.823610341074765
11426,5.815314482843591,6.078153555514487
6986,13.184664982853857,9.560771268403869
12597,6.294995790467976,4.008295858231175
3380,1.1367789893016282,4.172570278650485
10106,3.3971950142713396,2.529826074457381
11365,3.344627199737161,2.102712581367174
1123,6.271997371609273,3.975440974147313
7896,1.6164602969260151,1.6098893201092426
135,10.447853138668146,5.289636337501797
9315,1.9515801145814085,2.431261422205795
7008,9.560771268403867,8.34514055730097
8401,2.878087845746319,1.8727283927801393
9607,3.23292059385203,7.655187991539868
924,6.088010020739645,5.9138791350951765
1561,1.5770344360253805,2.234132117702622
886,9.895891086059262,8.082301484630074
508,9.590340664079346,11.30208012484856
675,6.436271792028583,1.41276001560607
5589,4.619396702191009,7.4580586870366945
9567,5.302778291135342,2.266987001786484
12530,27.3254070925481,19.975769522988152
3649,7.139366311423233,6.045298671430625
9196,2.684244029651533,2.398406538121933
11054,2.2669870017864846,1.9712930450317254
796,7.211647056407729,9.035093123062076
4161,7.9541674367030115,10.086449413745662
4211,3.2197786402184847,3.3511981765539334
7562,10.300006160290767,3.4826177128893816
1281,19.052547280231625,30.62075196615947
2342,8.719686235856999,7.523768455204419
11213,6.584118770405963,10.119304297829524
8905,7.868744738084972,6.43955728043697
10495,6.337707139776998,6.538121932688556
10951,1.8891558348220703,1.3141953633544836
7007,1.5770344360253805,2.6283907267089672
1199,5.877738762602929,1.7741637405285529
4806,5.772603133534568,6.143863323682211
5691,2.4246904453890226,2.3326967699542087
10143,7.076942031663893,2.069857697283312
8341,2.7663812398611882,6.43955728043697
10389,3.071931661841106,3.942586090063451
8612,1.4948972258157254,6.932380541694902
6676,8.098728926672006,6.406702396353108
7845,3.2460625474855753,3.7454567855602785
4970,4.964372985071562,4.40255446723752
13102,6.3147087209182935,7.622333107456005
795,28.018645146717592,9.495061500236144
11912,5.683894946508142,3.6468921333086923
2289,4.057578184356968,3.6797470173925544
6441,5.670752992874597,3.6797470173925544
4808,6.498696071787921,6.538121932688556
3831,14.245877738762601,7.326639150701246
7935,15.790057290704121,7.622333107456005
7661,4.070720137990514,5.421055873837245
6295,1.935152672539477,2.20127723361876
8827,5.795601552393274,16.82170065093739
9634,6.975091891003922,7.030945193946487
8832,18.300170434711184,14.423294112815459
12213,5.818599971251977,1.41276001560607
5002,9.23222242756525,11.499209429351732
6675,4.616111213782624,5.059652148914762
5802,4.051007207540195,7.688042875623729
4583,8.88396065627631,7.950881948294626
9559,15.392513193289385,9.363641963900696
10967,6.823959424218157,6.373847512269246
6980,12.87911456087394,13.66763177888663
10000,21.91092219552763,24.31261422205795
11431,17.616788845766855,16.78884576685353
9174,3.7947391116860714,3.8440214378118647
3587,5.1713587547998925,4.0740056263988995
2824,1.6394587157847187,2.135567465451036
3506,4.501119119489106,3.7126019014764164
3986,6.262140906384114,7.096654962114211
10629,2.966796032772747,5.125361917082486
7225,2.0829996509168565,2.168422349534898
2631,2.963510544364361,2.595535842625105
8177,3.7980246000944584,7.819462411959178
2817,3.2066366865849405,2.3655516540380708
1992,13.12224070309452,14.226164808312285
11980,15.063964352450771,19.61436579806567
10802,63.48549251524672,29.07657241421795
1305,10.658124396804862,12.419146183699871
3815,2.690815006468305,3.4497628288055195
511,5.076079590956693,5.059652148914762
10257,5.3224912215856595,13.470502474383457
5286,11.131234727612476,10.644982443171317
10542,4.024723300273106,5.092507032998625
4359,2.746668309410871,2.069857697283312
2549,4.586541818107148,3.8768763218957267
8637,30.91316043450584,17.77449228936939
615,9.642908478613524,7.096654962114211
10864,3.5943243187745133,5.355346105669521
11178,2.9700815211811333,9.297932195732972
7196,3.699459947842871,3.6797470173925544
5478,4.257992977268527,5.0267972648309
3661,5.240354011376004,1.7413088564446908
1568,5.739748249450708,9.002238238978213
6983,7.56647980451344,4.336844699069796
5986,3.410336967904885,3.7454567855602785
6571,2.4772582599232016,1.8398735086962772
8717,21.46738126039549,21.059980697755602
7786,5.582044805848168,5.519620526088832
1204,1.8398735086962774,2.9897944516314503
2911,8.309000184808724,7.06380007803035
11961,3.9524425552886093,2.464116306289657
3515,2.5988213310334913,2.266987001786484
7880,1.462042341731863,1.379905131522208
6085,4.586541818107149,11.827758270190353
9303,3.5680404115074227,5.716749830592004
1989,4.432123862912997,6.045298671430625
275,3.8505924146286374,2.6283907267089672
3639,2.8025216123534364,1.8070186246124151
963,2.983223474814678,3.219778640218485
6513,10.362430440050101,46.81820981950348
3191,6.800961005359454,6.8666707735271775
10631,3.1047865459249673,4.86252284441159
7839,4.859237356003203,7.819462411959178
9166,1.9154397420891598,1.149920942935173
4315,5.674038481282984,5.322491221585659
692,2.9700815211811333,1.7413088564446908
5769,11.929608410850326,13.306228053964148
8525,4.859237356003202,8.772254050391178
8946,2.2669870017864846,1.9712930450317254
12549,4.376270559970431,6.60383170085628
4137,2.9437976139140436,9.26507731164911
1054,7.954167436703012,9.626481036571592
4520,5.2173555925173005,2.891229799379864
6327,13.217519866937721,16.887410419105116
3989,4.106860510482761,0.9856465225158627
8592,4.671964516725191,4.0740056263988995
3892,9.222365962340088,9.72504568882318
3094,7.5040555247541025,7.1623647302819355
10952,80.79673093903365,99.55029877410213
10304,9.1008028912298,10.513562906835869
6046,6.7615351444588185,6.176718207766073
6074,8.581695722704778,2.069857697283312
8671,4.435409351321383,5.519620526088832
247,4.221852604776279,1.5441795519415182
10765,8.8149653997002,6.735251237191728
199,7.474486129078625,8.115156368713937
1867,2.5035421671902913,3.186923756134623
9387,18.142466991108645,10.38214337050042
5459,12.911969444957801,14.094745271976837
306,3.3380562229203887,3.5483274810571057
2474,4.097004045257603,4.665393539908417
11122,-2.6645310992012154,-1.6427442041931046
4536,12.412575206883098,17.117394607692148
10132,2.786094170311506,5.158216801166349
317,1.6460296926014906,2.069857697283312
2937,19.883775847553338,12.353436415532146
1519,2.9175137066469548,-0.5913879135095177
7414,10.66140988521325,9.396496847984558
597,7.688042875623729,9.757900572907042
244,4.61939670219101,3.8440214378118647
11686,3.515472596973244,2.168422349534898
11815,6.27528286001766,6.176718207766073
1774,26.573030247027656,31.343559416004435
889,5.565617363806239,6.932380541694902
11497,5.493336618821742,1.8070186246124151
10003,6.978377379412306,8.969383354894351
11471,6.035442206205468,3.4169079447216575
1077,4.517546561531037,4.632538655824555
7515,3.7947391116860714,4.139715394566624
2232,3.646892133308691,4.041150742315037
1667,2.165136861126512,3.4497628288055195
7354,7.122938869381301,9.067948007145937
8967,5.940163042362267,31.047865459249678
5040,8.364853487751288,10.973531284009939
4683,4.71467586603421,5.9138791350951765
5186,8.70982977063184,5.059652148914762
3915,4.028008788681492,5.486765642004969
714,3.8275939957699334,4.533974003572968
10534,9.695476293147703,12.747695024538492
9184,20.71500441487505,12.780549908622353
7708,3.982011950964086,1.5770344360253803
9179,5.601757736298485,4.139715394566624
403,1.9252962073143185,6.800961005359453
10426,5.105648986632169,5.782459598759728
5179,7.3824924536438115,7.7537526437914535
5585,10.497135464793939,8.279430789133247
10751,4.6456806094581,2.9569395675475882
3626,3.8768763218957267,1.379905131522208
10610,10.300006160290767,9.790755456990903
4828,11.04252654058605,10.38214337050042
2426,8.966097866485963,14.850407605905666
6450,3.5976098071828995,3.4169079447216575
8868,10.983387749235101,16.49315181009877
1549,2.9602250559559744,2.9897944516314503
3448,3.364340130187478,7.490913571120557
7540,2.4969711903735186,1.8070186246124151
8224,3.081788127066264,4.172570278650485
11863,4.1134314872995335,4.566828887656831
3200,9.189511078256226,17.708782521201666
9807,10.148873693505,9.330787079816835
7088,1.8595864391465944,1.379905131522208
2142,2.6481036571592846,7.490913571120557
3964,4.412410932462679,4.40255446723752
2542,65.51920984003779,52.66637918643093
4598,7.891743156943674,7.260929382533522
4311,4.310560791802707,1.7084539723608287
11635,2.868231380521161,2.562680958541243
11028,8.699973305406681,5.322491221585659
4993,11.699624222263292,13.404792706215733
11470,1.790591182570484,0.9199367543481386
9472,2.2341321177026225,1.9055832768640013
11344,6.672826957432392,6.373847512269246
10508,7.79974948150886,3.975440974147313
2370,4.668679028316803,3.0883591038830365
3453,3.6863179942093267,6.965235425778763
11764,6.278568348426047,6.735251237191728
2405,7.487628082712169,3.4826177128893816
11278,9.524630895911619,9.002238238978213
4706,3.880161810304114,1.149920942935173
5687,3.959013532105382,6.43955728043697
11641,40.83533542783219,20.40288301607836
3323,5.102363498223783,2.496971190373519
10201,4.028008788681493,4.23828004681821
9900,6.669541469024006,3.4169079447216575
3086,6.810817470584611,1.117066058851311
2427,4.737674284892914,2.759810263044416
6699,2.014004394340746,5.19107168525021
489,2.29655639746196,1.7084539723608287
5131,3.6337501796751477,3.186923756134623
5603,2.1487094190845806,3.5811823651409678
9127,2.069857697283312,2.266987001786484
1395,11.472925522084644,10.513562906835869
6782,12.85283065360685,10.21786895008111
3719,5.76274666830941,3.7126019014764164
5922,4.68839195876712,5.486765642004969
6171,6.768106121275591,5.059652148914762
10301,11.31193659007372,5.0267972648309
2021,11.019528121727344,10.447853138668146
7092,5.483480153596583,7.359494034785109
5191,6.774677098092363,5.322491221585659
